review_id,review,rating_score,date
87,"Delicious food, strong cocktails and at reasonable prices. The jambalaya pasta was delicious, as was the Alfredo and the duck. The surf and turf special could have been a bit better though as the batter on the squid was very thick and as they grew colder became very hard.",4,2014-10-27
88,"Loved the deverse menu. I went with a large group and everyone was able to get what they wanted, especially my two vegetarian family members. Yes, the crab cakes lived up to the hype. Very very good!",4,2016-06-23
89,Seriously the best breakfast/ brunch in town.  Best biscuits and gravy I've ever had!! My 11 and 12 year old boys devoured their food. Husband says best grits. We were in town 6 days and have been here twice for breakfast so far. Servers Deanne and Pamela are awesome!!,5,2017-08-08
90,2nd time here. Food is amazing. Bloody Mary's are exceptionally delicious. Geaux here,5,2016-12-04
91,"We weren't too hungry but when the food came outit was so tasty.  The shrimp etoufe, oysters rockeffeler and crab cakes were all outstanding.   Would have given a 5  stars but the grill shrimps was a little salty",4,2014-10-11
92,"Service? Less than mediocre. Food? Freaking amazing. Seafood platter is so so so good. Fried oysters, shrimp, and catfish. Yum. Plus french fries and these little potato balls that were so damn tasty. I hateeee mayo, but I tried the louisiana crab cakes and they were out of this world. This was a random stop that I will never forget. This place definitely hits the spot. Just yell at the waiters when they don't give you utensils or napkins. They're nice, but unattentive. Other than that, enjoy!!!",4,2012-05-28
93,"We ate here for late lunch and it was a great experience.  Out server took care of our order right away and foot came out of the kitchen in no time.  We shared the crab cake for appetizer and the Ahi Tuna sandwiched with crab meat then topped with crawfish tail, it came with jambalaya and veggies.  We ended it with Creme Brûlée and all was amazing!",5,2014-08-24
94,Loved everything! Has the grilled alligator (awesome) the red fish was amazing oh and they have the best bloody mary!,5,2017-10-11
95,"Muy buen sitio, atención de primera y excelente comida, nos hicieron un descuento que viene con esta aplicación, úsalo!",5,2016-01-17
96,"Order a dozen of raw ouster, as usual, amazing.. Can't really mess those up.. The food was good but service made it even better. (No picture of oysters but they were huge!!)",4,2015-07-16
97,"Solid oysters for sure. Went there for 3 dozen, naked, Rockefeller and charbroiled. Naked were by far the best. Great prices and open late, definitely going back given its ideal location right adjacent to bourbon.",4,2017-06-07
98,This place was recommended by a local and it didn't disappoint. The crab cakes were AMAZING. The Best of New Orleans dish was really good. Great service at the bar. Would definitely recommend this place. Bartender Josh was excellent.,5,2016-11-22
99,"Dinned here twice now and was very pleased with our service as well as the food.  The Cajun Jambalaya Pasta is excellent as is their crab cake appetizer.  Last night I tried their Po Boy for the first time and was very happy with it.  I asked for half shrimp, half oyster.  The sandwich was huge and very tasty as Po Boys go.  I've had better but this was pretty darn good!  Overall, this certainly isn't the best that NO's got to offer but it's a great go to place when you're just undecided what a where to go and just want consistent good grub at a reasonable price.",3,2014-07-28
100,Great food at reasonable prices.  Always visit this restaurant when we are visiting New Orleans.  The jambalaya and gumbo is delicious.,5,2017-09-09
101,Nice little spot right off of bourbon. Great food and great service. Wait staff was friendly and swift and the Daiquiri special was bomb as well. Would definitely recommend. Pricing is on the high side though.,4,2018-07-07
102,"I convinced my family, a party of 9, to come here based on the reviews on yelp, and the usually long line waiting to get into the restaurant. When we arrived, I thought we had great luck because there wasn't hardly anyone waiting to get in. The building itself is really neat, and we were promptly seated. That's when things took a turn for the worse though. The waitress came to ask us for our drink orders, and didn't return with the drinks for approximately 15 minutes, and didn't even bring everyone's drinks. I had to wait another 15 minutes just to get a glass of water. A while after that, she eventually returns to take food orders. After at least 30 minutes of waiting for food to come out, someone brings our food, but there are 3 orders that are missing. So we have to wait another 15 minutes, then when we got tired of waiting we asked another server if he knew anything about where our food was. He went to investigate for a brief moment, and the rest of our food came up shortly after that. The food was ok, but definitely not great. I had high expectations for this place, but was very disappointed.",1,2016-07-03
103,Fun atmosphere. Wasn't my favorite food. Would not recommend the fettucinni alfredo. .,2,2018-04-04
104,"So far the worst place i have been in The french quarter, i had a 1/2 docen of raw oysters wich were already separated from the shell wich made me realize is these are not fresh just opened oysters. besides the texture of these oysters were just... Not to be eaten. I gave them back and waited for my bbq shrimp, to get another dissapointment, bad seasoned, it didnt taste fresh either and you get just two little pieces of bread to dip into yr shrimp bbq, no lime, it was kinda gross anyways, i just had a couple of the shrimps.

This being said, Go to Acme, Deanies, and Felix's oysters, they will have much better food than his, i just came here bcs it was the only place opened, and i guess they used to be good at some point, thats what my friend that works at a club in front says.",1,2013-10-03
